song group key,title,artist,energy level,vocal intensity,genre primary,genre secondary,sing along
JKL:K:KoolAndTheGang:GetDownOnIt,Get Down On It,Kool and the Gang,7,FULL,Funk,Disco,true
JKL:L:LaineyWilson:4x4xU,4x4xU,Lainey Wilson,5,FULL,Country,,false
JKL:L:LaurenDaigle:YouSay,You Say,Lauren Daigle,3,FULL,Pop,Christian,false
JKL:L:LeblancCarr:Falling,Falling,Leblanc & Carr,3,FULL,Soft Rock,Ballad,false
JKL:L:LeonBridges:Beyond,Beyond,Leon Bridges ( feat Luke Combs ),3,FULL,Soul,Ballad,false
JKL:L:LindaRonstadt:BackInTheUSA,Back In The USA,Linda Ronstadt,7,FULL,Rock,,false
JKL:L:LindaRonstadt:HeatWave,Heat Wave,Linda Ronstadt,7,FULL,Motown,Pop Rock,false
JKL:L:LindaRonstadt:ItsSoEasy,Its So Easy,Linda Ronstadt,6,FULL,Rock,,false
JKL:L:LindaRonstadt:LongLongTime,Long Long Time,Linda Ronstadt,3,FULL,Country,Ballad,false
JKL:L:LionelRichie:DeepRiverWoman,Deep River Woman,Lionel Richie,4,FULL,Country,Soul,false
JKL:L:Lobo:DontExpectMeToBeYourFriend,Don't Expect Me To Be Your Friend,Lobo,4,FULL,Soft Rock,,false
JKL:L:Lobo:IdLoveYouToWantMe,I'd Love You To Want Me,Lobo,3,FULL,Soft Rock,Ballad,false
JKL:L:Lobo:MeAndYouAndADogNamedBoo,Me And You And A Dog Named Boo,Lobo,4,FULL,Folk,Soft Rock,false
JKL:L:LookingGlass:Brandy,Brandy (You're A Fine Girl),Looking Glass,4,FULL,Pop Rock,,true
JKL:L:LouAnnBarton:TeNiNeeNi,Te Ni Nee Ni,Lou Ann Barton,6,FULL,Blues,,false
JKL:L:LouisArmstrong:DreamALittleDream,Dream A Little Dream Of Me,Louis Armstrong,2,FULL,Jazz,Ballad,false
JKL:L:LouisArmstrong:WhatAWonderfulWorld,What A Wonderful World,Louis Armstrong,2,FULL,Jazz,Ballad,true
JKL:L:LukeBryan:PlayItAgain,Play It Again,Luke Bryan,6,FULL,Country,,false
JKL:L:LukeCombs:BeByYou,Be By You,Luke Combs,4,FULL,Country,,false
JKL:L:LukeCombs:CantTellMeImWrong,Can't Tell Me I'm Wrong,Luke Combs,6,FULL,Country,,false
JKL:L:Lumineers:JustLikeHeaven,Just Like Heaven,The Cure / Lumineers,5,FULL,Folk Rock,Alternative,false
JKL:L:LynyrdSkynyrd:SweetHomeAlabama,Sweet Home Alabama,Lynard Skynard,8,FULL,Southern Rock,,true
JKL:L:LynyrdSkynyrd:WhatsYourName,What's Your Name,Lynyrd Skynyrd,6,FULL,Southern Rock,,false
MNO:M:MackenzieCarpenter:IWishYouWould,I Wish You Would,Mackenzie Carpenter & Midland,5,FULL,Country,,false
MNO:M:Madonna:LaIslaBonita,La Isla Bonita,Madonna,7,FULL,Pop,Latin Pop,false
MNO:M:MamaCass:DreamALittleDreamOfMe,Dream A Little Dream Of Me,Mama Cass,2,FULL,Pop,Jazz,false
MNO:M:MarcusKing:OneDayShesHere,One Day She’s Here,Marcus King Band,5,FULL,Blues Rock,,false
MNO:M:MarshallCrenshaw:SomedaySomeway,"Someday, Someway",Marchall Crenshall,6,FULL,Pop Rock,,false
MNO:M:MarshallTuckerBand:CantYouSee,Can't You See,Marshall Tucker Band,5,FULL,Southern Rock,,true
MNO:M:MarshallTuckerBand:FireOnTheMoutain,Fire On The Mountain,Marshall Tucker Band,6,FULL,Southern Rock,,false
MNO:M:MarshallTuckerBand:HeardItInALoveSong,Heard It in a Love Song,Marshall Tucker Band,5,FULL,Southern Rock,,false
MNO:M:MaryChapinCarpenter:IFeelLucky,I Feel Lucky,Mary Chapin Carpenter,6,FULL,Country,,false
MNO:M:MayerHawthorne:TheWalk,The Walk,Mayer Hawthorne,6,FULL,Soul,,false
MNO:M:Midland:CheatinSong,Cheatin' Songs,Midland,6,FULL,Country,,false
MNO:M:Midland:DrinkingProblem,Drinkin' Problem,Midland,6,FULL,Country,,true
MNO:M:Midland:FourteenGears,Fourteen Gears,Midland,5,FULL,Country,,false
MNO:M:Midland:OldFashionedFeeling,Old Fashioned Feeling,Midland,4,FULL,Country,,false
MNO:M:Midland:RollAway,Roll Away,Midland,5,FULL,Country,,false
MNO:M:Midland:TakeHerOffYourHands,Take Her Off Your Hands,Midland,5,FULL,Country,,false
MNO:M:Midland:Vegas,Vegas,Midland,6,FULL,Country,,false
MNO:M:Mike+TheMechanics:AllINeedIsAMiracle,All I Need Is A Miracle,Mike and the Mechanics,6,FULL,Pop Rock,,false
MNO:M:MileyCyrus:ButterflyFlyAway,Butterfly Fly Away,Miley Cyrus / Billy Ray Cyrus,3,FULL,Pop,Ballad,false
MNO:M:MileyCyrus:Flowers,Flowers,Miley Cyrus,6,FULL,Pop,,true
MNO:M:MitchRyder:DevilWithTheBlueDress,Devil With The Blue Dress,Mitch Ryder and The Detroit Wheels,8,FULL,Rock,,true
MNO:M:ModernEnglish:IMeltWithYou,I Melt With You,Modern English,7,FULL,New Wave,,true
MNO:M:MorganWallen:LoveSomebody,Love Somebody,Morgan Wallen,4,FULL,Country,,false
MNO:M:MorganWallen:ManMadeABar,Man Made A Bar,Morgan Wallen (Eric Church),5,FULL,Country,,false
MNO:M:MorganWallen:MoreThanMyHometown,More Than My Hometown,Morgan Wallen,5,FULL,Country,,false
MNO:M:MorganWallen:SandInMyBoots,Sand In My Boots,Morgan Wallen,3,FULL,Country,,false
MNO:M:MorganWallen:SevenSummers,7 Summers,Morgan Wallen,3,FULL,Country,,false
MNO:M:MorganWallen:SomebodysProblem,Somebody's Problem,Morgan Wallen,6,FULL,Country,,false
MNO:M:MuddyWaters:Caldonia,Caldonia,Muddy Waters,6,FULL,Blues,,false
MNO:N:NancySinatra:TheseBootsWereMadeForWalkin,These Boots Are Made For Walkin',Nancy Sinatra,6,FULL,Pop,,true
MNO:N:NatKingCole:L_O_V_E,L-O-V-E,Nat King Cole,5,FULL,Jazz,Pop,false
MNO:N:NatalieImbruglia:Torn,Torn,Natalie Imbruglia,5,FULL,Pop Rock,,true
MNO:N:NeilDiamond:ForeverInBlueJeans,Forever In Blue Jeans,Neil Diamond,6,FULL,Pop,,false
MNO:N:NeilDiamond:SweetCaroline,Sweet Caroline,Neil Diamond,7,FULL,Pop,,true
MNO:N:NeilYoung:HarvestMoon,Harvest Moon,Neil Young,3,FULL,Folk Rock,,false
MNO:N:NewRadicals:YouGetWhatYouGive,You Get What You Give,New Radicals,7,FULL,Pop Rock,,true
MNO:N:NiallHoran:PutALittleLoveOnMe,Put A Little Love On Me,Niall Horan,4,FULL,Pop,,false
MNO:N:NiallHoran:ThisTown,This Town,Niall Horan,3,FULL,Pop,Ballad,false
MNO:N:NickLowe:CruelToBeKind,Cruel To Be Kind,Nick Lowe,6,FULL,Pop Rock,,false
MNO:N:NigelOlsson:DancinShoes,Dancin' Shoes,Nigel Olsson,6,FULL,Pop,,false
MNO:N:NoDoubt:DontSpeak,Don't Speak,No Doubt(Gwen Stephani),5,FULL,Pop Rock,,true
MNO:N:NorahJones:DontKnowWhy,Don't Know Why,Norah Jones,2,FULL,Jazz,Soft Pop,false
MNO:O:O_Jays:UseTaBeMyGirl,Use Ta Be My Girl,O'Jays,6,FULL,Soul,Motown,false
MNO:O:OldCrowMedicineShow:Firewater,Firewater,Old Crow Medicine Show,6,FULL,Country,Folk,false
MNO:O:OliviaRodrigo:AllIWant,All I Want,Olivia Rodrigo,5,FULL,Pop,,false
PQR:P:PatGreen:CarryOn,Carry On,Pat Green,5,FULL,Country,,false
PQR:P:PatGreen:Crazy,Crazy,Pat Green,4,FULL,Country,,false
PQR:P:PatGreen:Whiskey,Whiskey,Pat Green,5,FULL,Country,,false
PQR:P:PaulAnka:IDontLikeToSleepAlone,I Don't Like To Sleep Alone,Paul Anka,3,FULL,Pop,Ballad,false
PQR:P:PaulMcCartney:SillyLoveSongs,Silly Love Songs,Paul McCartney,6,FULL,Pop,,false
PQR:P:PaulSimon:Kodachrome,Kodachrome,Paul Simon,6,FULL,Pop Rock,,false
PQR:P:PerfectStranger:YouHaveTheRightToRemainSilent,You Have The Right To Remain Silent,Perfect Stranger,5,FULL,Country,,false
PQR:P:PetShopBoys:WestEndGirls,West End Girls,Pet Shop Boys,7,FULL,Synth Pop,New Wave,true
PQR:P:PeteTownsend:LetMyLoveOpenTheDoor,Let My Love Open The Door,Pete Townsend,6,FULL,Rock,,false
PQR:P:PeterFrampton:BabyILoveYourWay,Baby I Love Your Way,Peter Frampton,3,FULL,Soft Rock,Ballad,false
PQR:P:PeterFrampton:ImInYou,I'm In You,Peter Frampton,4,FULL,Soft Rock,,false
PQR:P:PeterFrampton:ShowMeTheWay,Show Me The Way,Peter Frampton,6,FULL,Rock,,false
PQR:P:PhilCollins:DoYouRemember,Do You Remember ?,Phil Collins,3,FULL,Pop,Ballad,false
PQR:P:PostMalone:IHadSomeHelp,I Had Some Help,Post Malone ( w/ Morgan Wallen),6,FULL,Country,Pop,false
PQR:P:Prince:PurpleRain,Purple Rain,Prince,5,FULL,Rock,,true
PQR:P:PsychedelicFurs:LoveMyWay,Love My Way,Psychedelic Furs,6,FULL,New Wave,,false
PQR:P:PsychedelicFurs:TheGhostInYou,The Ghost In You,Psychedelic Furs,5,FULL,New Wave,,false
PQR:P:PurePrairieLeague:LetMeLoveYouTonight,Let Me Love You Tonight,Pure Prairie League,4,FULL,Country Rock,,false
PQR:R:Radiohead:Creep,Creep,Radiohead,5,FULL,Alternative,,true
PQR:R:Ramones:BlitzkreigBop,Blitzkreig Bop,Ramones,8,FULL,Punk,,true
PQR:R:Ramones:IWannaBeSedated,I Wanna Be Sedated,Ramones,8,FULL,Punk,,true
PQR:R:RandyTravis:ForeversAsFarAsIllGo,Forever's As Far As I'll Go,Mike Reid/Alabama,4,FULL,Country,,false
PQR:R:RandyTravis:LookHeartsNoHands,Look Heart No Hands,Randy Travis,5,FULL,Country,,false
PQR:R:RandyTravis:ThisIsMe,This Is Me,Randy Travis,4,FULL,Country,,false
PQR:R:RandyTravis:WhereThatCameFrom,Where That Came From,Randy Travis,4,FULL,Country,,false
PQR:R:Raspberries:GoAllTheWay,Go All The Way,Raspberries,7,FULL,Power Pop,,false
PQR:R:RayStevens:EverythingIsBeautiful,Everything Is Beautiful,Ray Stevens,4,FULL,Pop,,false
PQR:R:RedHotChilliPeppers:PosterChild,Poster Child,Red Hot Chilli Peppers,7,FULL,Rock,Funk,false
PQR:R:Redbone:ComeAndGetYourLove,Come And Get Your Love,Redbone,7,FULL,Rock,Funk,true
PQR:R:ReoSpeedwagon:RollWithTheChanges,Roll With The Changes,REO Speedwagon,7,FULL,Rock,,true
PQR:R:ReoSpeedwagon:TakeItOnTheRun,Take It On The Run,REO Speedwagon,6,FULL,Rock,,false
PQR:R:ReoSpeedwagon:TimeforMeToFly,Time For Me To Fly,REO Speedwagon,5,FULL,Rock,,false
PQR:R:RestlessHeart:WhenSheCries,When She Cries,Restless Heart,3,FULL,Country,Ballad,false
PQR:R:RexSmith:YouTakeMyBreathAway,You Take My Breath Away,Rex Smith,2,FULL,Pop,Ballad,false
PQR:R:RobbieDupree:StealAway,Steal Away,Robbie Dupree,5,FULL,Soft Rock,,false
PQR:R:RobertPalmer:BadCaseOfLovinYou,Bad Case Of Lovin' You,Robert Palmer,8,FULL,Rock,,false
PQR:R:RobertPalmer:EveryKindaPeople,Every Kinda People,Robert Palmer,6,FULL,Reggae,Pop Rock,false
PQR:R:RobertPlant:CantLetGo,Can't Let Go,Robert Plant & Alison Krauss,4,FULL,Rock,Folk,false
PQR:R:RobertaFlack:KillingMeSoftly,Killing Me Softly With His Song,Roberta Flack,2,FULL,Soul,Ballad,true
PQR:R:RockyBurnette:TiredOfToeinTheLine,Tired Of Toein' The Line,Rocky Burnette,7,FULL,Rockabilly,,false
PQR:R:RollingStones:HonkyTonkWomen,Honky Tonk Women,The Rolling Stones,7,FULL,Rock,,true
PQR:R:RollingStones:MissYou,Miss You,Rolling Stones,7,FULL,Rock,Disco,false
PQR:R:RollingStones:UnderMyThumb,Under My Thumb,Rolling Stones,6,FULL,Rock,,false
PQR:R:RollingStones:WaitingOnAFriend,Waiting On A Friend,Rolling Stones,4,FULL,Rock,,false
PQR:R:Romantics:WhatILikeAboutYou,What I Like About You,Romantics,8,FULL,Rock,,true
PQR:R:Ronettes:BeMyBaby,Be My Baby,The Ronettes,6,FULL,Pop,,false
PQR:R:RonnieMilsap:TheresNoGettingOverMe,There's No Getting Over Me,Ronnie Milsap,6,FULL,Country,,false
STU:S:Sade:SmoothOperator,Smooth Operator,Sade,4,FULL,Soul,R&B,false
STU:S:SammyJohns:ChevyVan,Chevy Van,Sammy Johns,5,FULL,Soft Rock,,false
STU:S:Santana:BlackMagicWoman,Black Magic Woman,Santana,6,FULL,Latin Rock,Blues Rock,false
STU:S:Santana:CorazonEspinado,Corazon Espinado,Santana,7,FULL,Latin Rock,,false
STU:S:Santana:EvilWays,Evil Ways,Santana,6,FULL,Latin Rock,,false
STU:S:Santana:Smooth,Smooth,Santana,7,FULL,Latin Rock,,true
STU:S:SantoAndJohnny:SleepWalk,Sleep Walk,Santo and Johnny,2,NONE,Instrumental,,false
STU:S:Seal:KissFromARose,Kiss From A Rose,Seal,4,FULL,Pop,Ballad,true
STU:S:SealsCrofts:DiamondGirl,Diamond Girl,Seals and Crofts,4,FULL,Soft Rock,,false
STU:S:SealsCrofts:SummerBreeze,Summer Breeze,Seals and Crofts,4,FULL,Soft Rock,,false
STU:S:SealsCrofts:WeMayNeverPassThisWayAgain,We May Never Pass This Way Again,Seals & Crofts,4,FULL,Soft Rock,,false
STU:S:ShockingBlue:ShesNotThere-Venus,She's Not There / Venus,Zombies / Shocking Blue,6,FULL,Rock,,false
STU:S:ShockingBlue:Venus,Venus,Shocking Blue,7,FULL,Rock,,true
STU:S:SilkSonic:LeaveTheDoorOpen,Leave the Door Open,Silk Sonic,4,FULL,Soul,R&B,false
STU:S:SixpenceNoneTheRicher:KissMe,Kiss Me,Sixpence None The Richer,5,FULL,Pop,,true
STU:S:SixpenceNoneTheRicher:ThereSheGoes,There She Goes,Sixpence None The Richer,6,FULL,Pop Rock,,false
STU:S:SoftCell:TaintedLove,Tainted Love,Soft Cell,7,FULL,Synth Pop,New Wave,true
STU:S:Spinners:IllBeAround,I'll Be Around,Spinners,3,FULL,Soul,,false
STU:S:Squeeze:BlackCoffeeInBed,Black Coffee In Bed,Squeeze,5,FULL,Pop Rock,,false
STU:S:Stampeders:SweetCityWoman,Sweet City Woman,Stampeders,6,FULL,Pop Rock,,false
STU:S:Starbuck:MoonlightFeelsRight,Moonlight Feels Right,Starbuck,6,FULL,Soft Rock,,false
STU:S:SteelPulse:SteppinOut,Steppin' Out,Steel Pulse,6,FULL,Reggae,,false
STU:S:Steeldrivers:GoodCornLiquor,Good Corn Liquor,Steeldrivers,6,FULL,Bluegrass,Country,false
STU:S:Steppenwolf:BornToBeWild,Born To Be Wild,"Steppenwolf, Adam Lambert",8,FULL,Rock,,true
STU:S:SteveMillerBand:TakeTheMoneyAndRun,Take The Money And Run,Steve Miller Band,7,FULL,Rock,,true
STU:S:SteveMillerBand:TakeTheMoneyAndRun-Bass,Take The Money And Run (BASS),Steve Miller Band,7,NONE,Rock,,false
STU:S:StevieRayVaughan:HouseIsARockin,House is a Rockin',Stevie Ray Vaughan,8,FULL,Blues Rock,,false
STU:S:StevieWonder:DontYouWorryBoutAThing,Don't You Worry 'Bout A Thing,Stevie Wonder,7,FULL,Funk,Soul,false
STU:S:StevieWonder:Lately,Lately,Stevie Wonder,2,FULL,Soul,Ballad,false
STU:S:StillCorners:WhiteSands,White Sands,Still Corners,4,FULL,Dream Pop,,false
STU:S:StrayCats:StrayCatStrut,Stray Cat Strut,Stray Cats,6,FULL,Rockabilly,,false
STU:S:Survivor:IsThisLove,Is This Love,Survivor,5,FULL,Rock,Ballad,false
STU:S:SusanTedeschi:LittleByLittle,Little by Little,Susan Tedeschi,6,FULL,Blues Rock,,false
STU:S:SuziQuatro:IfYouCantGiveMeLove,If You Can't Give Me Love,Suzi Quatro,6,FULL,Rock,,false
STU:S:SuziQuatro:StumblinIn,Stumblin' In,Suzy Quatro,5,FULL,Pop Rock,,false
STU:S:Sylvia:Nobody,Nobody,Sylvia,4,FULL,Country,,false
STU:T:T.Rex:GetItOn,Get It On,T.Rex,7,FULL,Glam Rock,,true
STU:T:TaylorSwift:OurSong,Our Song,Taylor Swift,5,FULL,Country,Pop,false
STU:T:TaylorSwift:Style,Style,Taylor Swift,7,FULL,Pop,,false
STU:T:TaylorSwift:YouBelongWithMe,You Belong With Me,Taylor Swift,6,FULL,Country,Pop,true
STU:T:TearsForFears:MadWorld,Mad World,Tears for Fears,3,FULL,New Wave,Ballad,false
STU:T:TenCC:ImNotInLove,I'm Not in Love,10cc,3,FULL,Soft Rock,Ballad,false
STU:T:TenCC:TheThingsWeDoForLove,The Things We Do for Love,10cc,6,FULL,Pop Rock,,false
STU:T:TerryJacks:SeasonsInTheSun,Seasons in the Sun,Terry Jacks,3,FULL,Pop,Ballad,false
STU:T:TheChurch:UnderTheMilkyWay,Under The Milky Way,The Church,4,FULL,Alternative,,false
STU:T:TheClash:ShouldIStay-bass,Should I Stay (Or Should I Go) (BASS),The Clash,7,NONE,Punk,Rock,false
STU:T:ThomasRhett:DieAHappyMan,Die A Happy Man,Thomas Rhett,3,FULL,Country,Ballad,false
STU:T:ThomasRhett:HalfOfMe,Half Of Me,Thomas Rhett,4,FULL,Country,,false
STU:T:ThomasRhett:HalfOfMe-2,Half Of Me (updated),Thomas Rhett,4,FULL,Country,,false
STU:T:ThreeDogNight:Shambala,Shambala,Three Dog Night,7,FULL,Rock,,true
STU:T:TimMcgraw:BetterThanIUsedToBe,Better Than I Used To Be,Tim Mcgraw,4,FULL,Country,,false
STU:T:TobyBeau:MyAngelBaby,My Angel Baby,Toby Beau,3,FULL,Soft Rock,Ballad,false
STU:T:TobyKeith:WhereYouGonnaGo,Where You Gonna Go,Toby Keith,5,FULL,Country,,false
STU:T:TobyKeith:YourSmile,Your Smile,Toby Keith,3,FULL,Country,Ballad,false
STU:T:ToddRundgren:ISawTheLight,I Saw The Light,Todd Rundgren,6,FULL,Power Pop,,false
STU:T:TomPetty:Breakdown,Breakdown,Tom Petty,6,FULL,Rock,,false
STU:T:TomPetty:DontDoMeLikeThat,Don't Do Me Like That,Tom Petty,7,FULL,Rock,,false
STU:T:TomPetty:FreeFallin,Free Fallin',Tom Petty,6,FULL,Rock,,true
STU:T:TomPetty:HereComesMyGirl,Here Comes My Girl,Tom Petty and the Heartbreakers,6,FULL,Rock,,false
STU:T:TomPetty:IntoTheGreatWideOpen,Into The Great Wide Open,Tom Petty,5,FULL,Rock,,false
STU:T:TomPetty:LearningToFly,Learning to Fly,Tom Petty,5,FULL,Rock,,false
STU:T:TomPetty:MaryJanesLastDance,Mary Jane's Last Dance,Tom Petty & The Heartbreakers,8,FULL,Rock,,true
STU:T:TomPetty:RunningDownADream,Runnin' Down A Dream,Tom Petty,8,FULL,Rock,,true
STU:T:TomPetty:YouDontKnowHowItFeels,You Don't Know How It Feels,Tom Petty,6,FULL,Rock,,false
STU:T:TomPetty:YouWreckMe,You Wreck Me,Tom Petty,8,FULL,Rock,,true
STU:T:TommyCastroNPainkillers:CallingSanFrac,Calling San Francisco,Tommy Castro and the Painkillers,6,FULL,Blues Rock,,false
STU:T:TommyCastroNPainkillers:CallingSanFran,Calling San Francisco,Tommy Castro and the Painkillers,6,FULL,Blues Rock,,false
STU:T:TommyCastroNPainkillers:NastyHabits,Nasty Habits,Tommy Castro and the Painkillers,6,FULL,Blues Rock,,false
STU:T:TommyTutone:Jenny-867-5309,Jenny 867-5309,Tommie Tutone,8,FULL,Rock,,true
STU:T:Tonic:YouWantedMore,You Wanted More,Tonic,6,FULL,Alternative,,false
STU:T:Train:HeySoulSister,Hey Soul Sister,Train,7,FULL,Pop Rock,,true
STU:T:TravelingWilburys:HandleWithCare,Handle With Care,Traveling Wilburys,5,FULL,Rock,,false
STU:T:TravisTritt:TROUBLE,T-R-O-U-B-L-E,Travis Tritt,7,FULL,Country,,false
STU:U:U2:StuckInAMoment-IStillHaventFound,Stuck In A Moment / I Still Haven't Found,U2,5,FULL,Rock,,false
VWX:V:VanHalen:Jump,Jump,Van Halen,9,FULL,Rock,,true
VWX:V:VanMorrison:BrownEyedGirl,Brown Eyed Girl,Van Morrison,7,FULL,Rock,Pop,true
VWX:V:VelvetRevolver:FallToPieces,Fall To Pieces,Velvet Revolver,5,FULL,Rock,,false
VWX:W:Weeknd:BlindingLights,Blinding Lights,The Weeknd,9,FULL,Synth Pop,,true
VWX:W:Weeknd:SaveYourTears,Save Your Tears,The Weeknd,6,FULL,Synth Pop,,false
VWX:W:Weezer:IslandInTheSun,Island In The Sun,Weezer,6,FULL,Alternative,,true
VWX:W:WillieNelson:Crazy,Crazy,Willie Nelson,2,FULL,Country,Ballad,false
VWX:W:Wonders:ThatThingYouDo,That Thing You Do,The Wonders,7,FULL,Pop Rock,,true
VWX:X:Xmas:BlueChristmas,Blue Christmas,Elvis Presley,2,FULL,Christmas,,false
VWX:X:Xmas:HaveYourselfAMerryLittleChristmas,Have Yourself A Merry Little Christmas,Bing Crosby,2,FULL,Christmas,,false
VWX:X:Xmas:ItsBeginningToLookALotLikeChristmas,It's Beginning To Look A Lot Like Christmas,Bing Crosby,4,FULL,Christmas,,false
VWX:X:Xmas:JingleBellRock,Jingle Bell Rock,Bobby Helms,7,FULL,Christmas,,true
VWX:X:Xmas:LastChristmas,Last Christmas,Wham!,5,FULL,Christmas,Pop,true
VWX:X:Xmas:LetItSnow,Let It Snow,Dean Martin,4,FULL,Christmas,,false
VWX:X:Xmas:LittleSaintNick,Little Saint Nick,The Beach Boys,6,FULL,Christmas,,false
VWX:X:Xmas:RockinAroundTheChristmasTree,Rockin' Around The Christmas Tree,Brenda Lee,7,FULL,Christmas,,true
VWX:X:Xmas:RudolphTheRedNosedReindeer,Rudolph The Red-Nosed Reindeer,Traditional,6,FULL,Christmas,,true
VWX:X:Xmas:RunRunRudolph,Run Run Rudolph,Luke Bryan,7,FULL,Christmas,,false
VWX:X:Xmas:SantaBaby,Santa Baby,Eartha Kitt,4,FULL,Christmas,,false
VWX:X:Xmas:SantaClausIsComingToTown,Santa Claus Is Coming To Town,Bruce Springsteen,7,FULL,Christmas,,true
VWX:X:Xmas:WinterWonderland,Winter Wonderland,Traditional,5,FULL,Christmas,,true
VWX:X:Xmas:WonderfulChristmastime,Wonderful Christmastime,Paul McCartney,6,FULL,Christmas,,false
YZ:Z:Zombies:TimeOfTheSeason,Time of the Season,Zombies,5,FULL,Rock,,false
DEF:E:ELO:CantGetYouOutOfMyHead,Can't Get You Out Of My Head,ELO,8,FULL,Dance Pop,,true
DEF:E:ELO:Rockaria,Rockaria,ELO / Jeff Lynne,7,FULL,Rock,,false
JKL:K:KaceyMusgraves:DeeperWell,Deeper Well,Kacy Musgraves,2,FULL,Country,Folk,false
